date,region,infected,recovered,dead
2020-05-18,Республика Дагестан,3460,1807,29
2020-05-18,Республика Ингушетия,1515,359,35
2020-05-18,Республика Калмыкия,721,250,8
2020-05-18,Республика Карелия,225,52,1
2020-05-18,Республика Коми,968,418,17
2020-05-18,Республика Крым,281,106,2
2020-05-18,Республика Марий Эл,1235,864,7
2020-05-18,Республика Мордовия,1409,418,9
2020-05-18,Республика Саха (Якутия),869,320,4
2020-05-18,Республика Северная Осетия — Алания,2165,1050,15
2020-05-18,Республика Татарстан,2312,1195,7
2020-05-18,Республика Тыва,299,44,1
2020-05-18,Республика Хакасия,642,249,10
2020-05-18,Ростовская область,2514,809,31
2020-05-18,Рязанская область,2394,398,7
2020-05-18,Самарская область,1503,322,10
2020-05-18,Санкт-Петербург,10887,2209,90
2020-05-18,Саратовская область,1871,421,8
2020-05-18,Сахалинская область,50,29,0
2020-05-18,Свердловская область,2861,630,6
2020-05-18,Севастополь,139,75,2
2020-05-18,Смоленская область,1246,370,11
2020-05-18,Ставропольский край,1530,526,28
2020-05-18,Тамбовская область,1984,544,4
2020-05-18,Тверская область,1112,509,10
2020-05-18,Томская область,381,90,4
2020-05-18,Тульская область,2545,689,19
2020-05-18,Тюменская область,1181,448,7
2020-05-18,Удмуртская Республика,441,233,12
2020-05-18,Ульяновская область,1366,280,5
2020-05-18,Хабаровский край,1273,573,9
2020-05-18,Ханты-Мансийский автономный округ — Югра,1252,396,9
2020-05-18,Челябинская область,1659,564,6
2020-05-18,Чеченская Республика,966,582,10
2020-05-18,Чувашская Республика,1787,559,8
2020-05-18,Чукотский автономный округ,56,23,0
2020-05-18,Ямало-Ненецкий автономный округ,1748,246,3
2020-05-18,Ярославская область,1829,305,12
2020-05-19,Алтайский край,1014,529,4
2020-05-19,Амурская область,247,65,1
2020-05-19,Архангельская область,792,299,4
2020-05-19,Астраханская область,1099,492,7
2020-05-19,Белгородская область,1361,395,11
2020-05-19,Брянская область,2405,1042,30
2020-05-19,Владимирская область,1920,267,15
2020-05-19,Волгоградская область,1747,519,13
2020-05-19,Вологодская область,477,196,3
2020-05-19,Воронежская область,1246,721,13
2020-05-19,Еврейская автономная область,236,87,2
2020-05-19,Забайкальский край,595,254,6
2020-05-19,Ивановская область,1313,397,15
2020-05-19,Иркутская область,698,160,4
2020-05-19,Кабардино-Балкарская Республика,1886,461,7
2020-05-19,Калининградская область,1010,423,11
2020-05-19,Калужская область,2632,613,19
2020-05-19,Камчатский край,515,134,2
2020-05-19,Карачаево-Черкесская Республика,677,210,4
2020-05-19,Кемеровская область,333,118,7
2020-05-19,Кировская область,1020,591,5
2020-05-19,Костромская область,500,221,3
2020-05-19,Краснодарский край,2792,1361,26
2020-05-19,Красноярский край,1941,565,20
2020-05-19,Курганская область,130,52,0
2020-05-19,Курская область,2095,606,7
2020-05-19,Ленинградская область,2133,728,8
2020-05-19,Липецкая область,1298,318,4
2020-05-19,Магаданская область,196,112,3
2020-05-19,Москва,149607,31496,1651
2020-05-19,Московская область,29188,3614,271
2020-05-19,Мурманская область,2684,1340,6
2020-05-19,Ненецкий автономный округ,57,7,0
2020-05-19,Нижегородская область,6952,1539,45
2020-05-19,Новгородская область,685,190,5
2020-05-19,Новосибирская область,1728,692,22
2020-05-19,Омская область,652,104,7
2020-05-19,Оренбургская область,1350,701,5
2020-05-19,Орловская область,1549,524,10
2020-05-19,Пензенская область,1245,861,12
2020-05-19,Пермский край,1125,600,13
2020-05-19,Приморский край,1402,459,14
2020-05-19,Псковская область,451,142,9
2020-05-19,Республика Адыгея,461,249,8
2020-05-19,Республика Алтай,81,36,0
2020-05-19,Республика Башкортостан,2247,669,17
2020-05-19,Республика Бурятия,973,384,6
2020-05-19,Республика Дагестан,3553,2003,32
2020-05-19,Республика Ингушетия,1561,399,35
2020-05-19,Республика Калмыкия,721,258,8
2020-05-19,Республика Карелия,233,63,1
2020-05-19,Республика Коми,1007,425,18
2020-05-19,Республика Крым,294,113,2
2020-05-19,Республика Марий Эл,1285,910,8
2020-05-19,Республика Мордовия,1443,434,9
2020-05-19,Республика Саха (Якутия),914,355,4
2020-05-19,Республика Северная Осетия — Алания,2242,1105,15
2020-05-19,Республика Татарстан,2400,1301,8
2020-05-19,Республика Тыва,351,48,1
2020-05-19,Республика Хакасия,667,299,10
2020-05-19,Ростовская область,2645,874,31
2020-05-19,Рязанская область,2485,422,7
2020-05-19,Самарская область,1568,365,11
2020-05-19,Санкт-Петербург,11340,2272,95
2020-05-19,Саратовская область,1980,438,11
2020-05-19,Сахалинская область,56,29,0
2020-05-19,Свердловская область,2999,817,7
2020-05-19,Севастополь,143,83,2
2020-05-19,Смоленская область,1297,395,11
2020-05-19,Ставропольский край,1600,562,31
2020-05-19,Тамбовская область,2069,574,4
2020-05-19,Тверская область,1131,620,11
2020-05-19,Томская область,397,95,4
2020-05-19,Тульская область,2637,842,19
2020-05-19,Тюменская область,1227,462,7
2020-05-19,Удмуртская Республика,452,253,12
2020-05-19,Ульяновская область,1462,370,5
2020-05-19,Хабаровский край,1325,577,9
2020-05-19,Ханты-Мансийский автономный округ — Югра,1308,453,11
2020-05-19,Челябинская область,1755,593,9
2020-05-19,Чеченская Республика,986,612,11
2020-05-19,Чувашская Республика,1863,559,8
2020-05-19,Чукотский автономный округ,56,23,0
2020-05-19,Ямало-Ненецкий автономный округ,1806,251,3
2020-05-19,Ярославская область,1938,333,12
2020-05-20,Алтайский край,1054,555,6
2020-05-20,Амурская область,277,71,1
2020-05-20,Архангельская область,817,315,4
2020-05-20,Астраханская область,1154,546,7
2020-05-20,Белгородская область,1428,443,12
2020-05-20,Брянская область,2515,1129,31
2020-05-20,Владимирская область,1986,267,15
2020-05-20,Волгоградская область,1831,590,13
2020-05-20,Вологодская область,502,204,3
2020-05-20,Воронежская область,1266,758,13
2020-05-20,Еврейская автономная область,246,89,2
2020-05-20,Забайкальский край,615,268,7
2020-05-20,Ивановская область,1360,426,16
2020-05-20,Иркутская область,746,169,6
2020-05-20,Кабардино-Балкарская Республика,1952,515,7
2020-05-20,Калининградская область,1042,459,11
2020-05-20,Калужская область,2750,664,20
2020-05-20,Камчатский край,536,143,2
2020-05-20,Карачаево-Черкесская Республика,689,222,4
2020-05-20,Кемеровская область,342,126,7
2020-05-20,Кировская область,1064,647,5
2020-05-20,Костромская область,516,243,6
2020-05-20,Краснодарский край,2883,1540,26
2020-05-20,Красноярский край,2445,614,21
2020-05-20,Курганская область,133,54,0
2020-05-20,Курская область,2177,661,7
2020-05-20,Ленинградская область,2208,803,8
2020-05-20,Липецкая область,1377,341,4
2020-05-20,Магаданская область,201,127,3
2020-05-20,Москва,152306,36936,1726
2020-05-20,Московская область,30091,3897,285
2020-05-20,Мурманская область,2714,1425,7
2020-05-20,Ненецкий автономный округ,58,7,0
2020-05-20,Нижегородская область,7209,1637,49
2020-05-20,Новгородская область,695,217,5
2020-05-20,Новосибирская область,1805,730,22
2020-05-20,Омская область,717,115,7
2020-05-20,Оренбургская область,1392,760,5
2020-05-20,Орловская область,1598,576,10
2020-05-20,Пензенская область,1317,944,12
2020-05-20,Пермский край,1178,600,13
2020-05-20,Приморский край,1446,487,14
2020-05-20,Псковская область,461,161,9
2020-05-20,Республика Адыгея,525,263,8
2020-05-20,Республика Алтай,82,37,0
2020-05-20,Республика Башкортостан,2335,714,18
2020-05-20,Республика Бурятия,1015,403,6
2020-05-20,Республика Дагестан,3643,2266,36
2020-05-20,Республика Ингушетия,1605,607,35
2020-05-20,Республика Калмыкия,744,262,10
2020-05-20,Республика Карелия,241,64,1
2020-05-20,Республика Коми,1019,446,18
2020-05-20,Республика Крым,298,122,2
2020-05-20,Республика Марий Эл,1322,959,8
2020-05-20,Республика Мордовия,1477,463,9
2020-05-20,Республика Саха (Якутия),960,372,5
2020-05-20,Республика Северная Осетия — Алания,2314,1164,18
2020-05-20,Республика Татарстан,2475,1452,8
2020-05-20,Республика Тыва,407,49,1
2020-05-20,Республика Хакасия,695,329,10
2020-05-20,Ростовская область,2784,989,33
2020-05-20,Рязанская область,2577,452,7
2020-05-20,Самарская область,1666,419,11
2020-05-20,Санкт-Петербург,11795,2480,99
2020-05-20,Саратовская область,2072,486,12
2020-05-20,Сахалинская область,57,29,0
2020-05-20,Свердловская область,3134,890,8
2020-05-20,Севастополь,147,101,2
2020-05-20,Смоленская область,1357,410,12
2020-05-20,Ставропольский край,1659,598,32
2020-05-20,Тамбовская область,2154,635,5
2020-05-20,Тверская область,1164,649,11
2020-05-20,Томская область,409,103,4
2020-05-20,Тульская область,2735,920,20
2020-05-20,Тюменская область,1267,488,7
2020-05-20,Удмуртская Республика,458,270,12
2020-05-20,Ульяновская область,1526,372,6
2020-05-20,Хабаровский край,1380,617,9
2020-05-20,Ханты-Мансийский автономный округ — Югра,1371,478,12
2020-05-20,Челябинская область,1829,644,10
2020-05-20,Чеченская Республика,1005,620,11
2020-05-20,Чувашская Республика,1936,599,8
2020-05-20,Чукотский автономный округ,56,23,0
2020-05-20,Ямало-Ненецкий автономный округ,1838,281,5
2020-05-20,Ярославская область,2073,386,12
2020-05-21,Алтайский край,1111,581,7
2020-05-21,Амурская область,294,75,1
2020-05-21,Архангельская область,858,349,4
2020-05-21,Астраханская область,1202,565,7
2020-05-21,Белгородская область,1499,464,12
2020-05-21,Брянская область,2632,1211,31
2020-05-21,Владимирская область,2043,277,15
2020-05-21,Волгоградская область,1913,626,13
2020-05-21,Вологодская область,528,222,3
2020-05-21,Воронежская область,1307,837,13
2020-05-21,Еврейская автономная область,261,90,2
2020-05-21,Забайкальский край,646,301,7
2020-05-21,Ивановская область,1415,444,16
2020-05-21,Иркутская область,780,178,6
2020-05-21,Кабардино-Балкарская Республика,2020,524,8
2020-05-21,Калининградская область,1076,465,14
2020-05-21,Калужская область,2871,722,21
2020-05-21,Камчатский край,554,153,2
2020-05-21,Карачаево-Черкесская Республика,701,222,4
2020-05-21,Кемеровская область,365,127,7
2020-05-21,Кировская область,1091,687,6
2020-05-21,Костромская область,527,255,7
2020-05-21,Краснодарский край,2974,1644,26
2020-05-21,Красноярский край,2821,634,22
2020-05-21,Курганская область,150,58,0
2020-05-21,Курская область,2258,738,7
2020-05-21,Ленинградская область,2269,845,8
2020-05-21,Липецкая область,1439,382,4
2020-05-21,Магаданская область,206,131,3
2020-05-21,Москва,155219,40682,1794
2020-05-21,Московская область,30983,4281,299
2020-05-21,Мурманская область,2781,1496,7
2020-05-21,Ненецкий автономный округ,59,7,0
2020-05-21,Нижегородская область,7413,1756,53
2020-05-21,Новгородская область,727,238,5
2020-05-21,Новосибирская область,1881,773,23
2020-05-21,Омская область,764,120,7
2020-05-21,Оренбургская область,1437,787,5
2020-05-21,Орловская область,1647,654,10
2020-05-21,Пензенская область,1400,1002,13
2020-05-21,Пермский край,1226,619,13
2020-05-21,Приморский край,1495,514,14
2020-05-21,Псковская область,494,172,9
2020-05-21,Республика Адыгея,561,274,8
2020-05-21,Республика Алтай,88,37,0
2020-05-21,Республика Башкортостан,2424,763,18
2020-05-21,Республика Бурятия,1042,436,6
2020-05-21,Республика Дагестан,3746,2489,41
2020-05-21,Республика Ингушетия,1648,675,36
2020-05-21,Республика Калмыкия,776,283,10
2020-05-21,Республика Карелия,260,66,1
2020-05-21,Республика Коми,1032,484,19
2020-05-21,Республика Крым,299,126,2
2020-05-21,Республика Марий Эл,1360,989,8
2020-05-21,Республика Мордовия,1512,478,9
2020-05-21,Республика Саха (Якутия),997,449,6
2020-05-21,Республика Северная Осетия — Алания,2387,1205,22
2020-05-21,Республика Татарстан,2546,1452,8
2020-05-21,Республика Тыва,451,50,1
2020-05-21,Республика Хакасия,724,366,10
2020-05-21,Ростовская область,2926,1071,33
2020-05-21,Рязанская область,2673,481,7
2020-05-21,Самарская область,1740,485,13
2020-05-21,Санкт-Петербург,12203,2661,104
2020-05-21,Саратовская область,2139,568,15
2020-05-21,Сахалинская область,59,33,0
2020-05-21,Свердловская область,3308,976,10
2020-05-21,Севастополь,148,105,2
2020-05-21,Смоленская область,1418,464,13
2020-05-21,Ставропольский край,1728,638,34
2020-05-21,Тамбовская область,2238,682,5
2020-05-21,Тверская область,1203,733,11
2020-05-21,Томская область,429,109,4
2020-05-21,Тульская область,2824,1026,20
2020-05-21,Тюменская область,1278,551,7
2020-05-21,Удмуртская Республика,463,296,12
2020-05-21,Ульяновская область,1596,403,6
2020-05-21,Хабаровский край,1444,641,9
2020-05-21,Ханты-Мансийский автономный округ — Югра,1430,502,12
2020-05-21,Челябинская область,1913,694,11
2020-05-21,Чеченская Республика,1026,635,11
2020-05-21,Чувашская Республика,2014,629,9
2020-05-21,Чукотский автономный округ,56,24,0
2020-05-21,Ямало-Ненецкий автономный округ,1902,324,5
2020-05-21,Ярославская область,2206,420,13
2020-05-22,Алтайский край,1185,599,7
2020-05-22,Амурская область,317,84,1
2020-05-22,Архангельская область,888,383,4
2020-05-22,Астраханская область,1247,622,8
2020-05-22,Белгородская область,1581,520,12
2020-05-22,Брянская область,2737,1289,31
2020-05-22,Владимирская область,2120,284,15
2020-05-22,Волгоградская область,2002,640,13
2020-05-22,Вологодская область,562,231,3
2020-05-22,Воронежская область,1362,918,13
2020-05-22,Еврейская автономная область,262,97,2
2020-05-22,Забайкальский край,684,341,10
2020-05-22,Ивановская область,1463,478,16
2020-05-22,Иркутская область,863,189,8
2020-05-22,Кабардино-Балкарская Республика,2091,536,8
2020-05-22,Калининградская область,1117,471,17
2020-05-22,Калужская область,2998,775,21
2020-05-22,Камчатский край,572,159,2
2020-05-22,Карачаево-Черкесская Республика,712,234,4
2020-05-22,Кемеровская область,377,128,7
2020-05-22,Кировская область,1161,712,6
2020-05-22,Костромская область,540,265,8
2020-05-22,Краснодарский край,3066,1764,26
2020-05-22,Красноярский край,2971,659,25
2020-05-22,Курганская область,169,60,0
2020-05-22,Курская область,2339,804,8
2020-05-22,Ленинградская область,2323,898,8
2020-05-22,Липецкая область,1503,443,4
2020-05-22,Магаданская область,209,134,3
2020-05-22,Москва,158207,43582,1867
2020-05-22,Московская область,31807,4699,312
2020-05-22,Мурманская область,2834,1595,7
2020-05-22,Ненецкий автономный округ,60,7,0
2020-05-22,Нижегородская область,7615,2006,57
2020-05-22,Новгородская область,749,250,5
2020-05-22,Новосибирская область,1960,826,25
2020-05-22,Омская область,838,131,7
2020-05-22,Оренбургская область,1482,849,5
2020-05-22,Орловская область,1679,717,10
2020-05-22,Пензенская область,1510,1076,13
2020-05-22,Пермский край,1277,677,13
2020-05-22,Приморский край,1542,551,14
2020-05-22,Псковская область,513,183,9
2020-05-22,Республика Адыгея,591,290,8
2020-05-22,Республика Алтай,92,41,0
2020-05-22,Республика Башкортостан,2514,792,18
2020-05-22,Республика Бурятия,1090,474,6
2020-05-22,Республика Дагестан,3855,2882,65
2020-05-22,Республика Ингушетия,1692,728,38
2020-05-22,Республика Калмыкия,810,322,11
2020-05-22,Республика Карелия,268,71,1
2020-05-22,Республика Коми,1067,513,19
2020-05-22,Республика Крым,314,130,3
2020-05-22,Республика Марий Эл,1397,1023,8
2020-05-22,Республика Мордовия,1548,493,11
2020-05-22,Республика Саха (Якутия),1077,496,6
2020-05-22,Республика Северная Осетия — Алания,2456,1371,22
2020-05-22,Республика Татарстан,2621,1698,8
2020-05-22,Республика Тыва,530,56,1
2020-05-22,Республика Хакасия,747,394,10
2020-05-22,Ростовская область,3064,1111,34
2020-05-22,Рязанская область,2767,504,7
2020-05-22,Самарская область,1814,539,14
2020-05-22,Санкт-Петербург,12592,2859,107
2020-05-22,Саратовская область,2223,639,16
2020-05-22,Сахалинская область,63,35,0
2020-05-22,Свердловская область,3443,1063,12
2020-05-22,Севастополь,149,105,2
2020-05-22,Смоленская область,1471,519,13
2020-05-22,Ставропольский край,1781,690,36
2020-05-22,Тамбовская область,2321,761,5
2020-05-22,Тверская область,1242,756,14
2020-05-22,Томская область,450,119,4
2020-05-22,Тульская область,2915,1104,20
2020-05-22,Тюменская область,1331,570,7
2020-05-22,Удмуртская Республика,477,307,12
2020-05-22,Ульяновская область,1666,436,6
2020-05-22,Хабаровский край,1509,655,9
2020-05-22,Ханты-Мансийский автономный округ — Югра,1510,520,13
2020-05-22,Челябинская область,1993,725,11
2020-05-22,Чеченская Республика,1046,643,11
2020-05-22,Чувашская Республика,2104,659,9
2020-05-22,Чукотский автономный округ,56,24,0
2020-05-22,Ямало-Ненецкий автономный округ,1989,398,5
2020-05-22,Ярославская область,2309,444,13
2020-05-23,Алтайский край,1254,620,7
2020-05-23,Амурская область,340,95,1
2020-05-23,Архангельская область,925,407,4
2020-05-23,Астраханская область,1298,646,8
2020-05-23,Белгородская область,1654,583,12
2020-05-23,Брянская область,2840,1416,31
2020-05-23,Владимирская область,2194,311,16
2020-05-23,Волгоградская область,2109,691,14
2020-05-23,Вологодская область,603,244,4
2020-05-23,Воронежская область,1419,982,14
2020-05-23,Еврейская автономная область,263,113,2
2020-05-23,Забайкальский край,727,371,12
2020-05-23,Ивановская область,1505,509,17
2020-05-23,Иркутская область,958,207,9
2020-05-23,Кабардино-Балкарская Республика,2171,560,8
2020-05-23,Калининградская область,1158,530,18
2020-05-23,Калужская область,3123,854,23
2020-05-23,Камчатский край,595,171,2
2020-05-23,Карачаево-Черкесская Республика,732,243,4
2020-05-23,Кемеровская область,391,142,7
2020-05-23,Кировская область,1191,744,7
2020-05-23,Костромская область,560,289,8
2020-05-23,Краснодарский край,3155,1859,27
2020-05-23,Красноярский край,3119,697,28
2020-05-23,Курганская область,177,68,0
2020-05-23,Курская область,2422,874,8
2020-05-23,Ленинградская область,2380,973,8
2020-05-23,Липецкая область,1568,463,4
2020-05-23,Магаданская область,218,140,3
2020-05-23,Москва,161397,47413,1934
2020-05-23,Московская область,32653,5163,324
2020-05-23,Мурманская область,2868,1617,7
2020-05-23,Ненецкий автономный округ,62,10,0
2020-05-23,Нижегородская область,7826,2257,60
2020-05-23,Новгородская область,784,261,5
2020-05-23,Новосибирская область,2043,882,27
2020-05-23,Омская область,925,192,16
2020-05-23,Оренбургская область,1524,880,5
2020-05-23,Орловская область,1740,804,10
2020-05-23,Пензенская область,1612,1146,13
2020-05-23,Пермский край,1324,706,14
2020-05-23,Приморский край,1595,584,15
2020-05-23,Псковская область,543,201,9
2020-05-23,Республика Адыгея,622,290,9
2020-05-23,Республика Алтай,92,46,0
2020-05-23,Республика Башкортостан,2602,793,18
2020-05-23,Республика Бурятия,1124,514,6
2020-05-23,Республика Дагестан,3982,3002,70
2020-05-23,Республика Ингушетия,1734,779,38
2020-05-23,Республика Калмыкия,856,344,11
2020-05-23,Республика Карелия,284,75,1
2020-05-23,Республика Коми,1105,541,19
2020-05-23,Республика Крым,324,152,3
2020-05-23,Республика Марий Эл,1438,1069,8
2020-05-23,Республика Мордовия,1580,531,12
2020-05-23,Республика Саха (Якутия),1177,541,6
2020-05-23,Республика Северная Осетия — Алания,2523,1416,23
2020-05-23,Республика Татарстан,2697,1825,9
2020-05-23,Республика Тыва,576,57,1
2020-05-23,Республика Хакасия,778,426,10
2020-05-23,Ростовская область,3417,1200,34
2020-05-23,Рязанская область,2865,548,7
2020-05-23,Самарская область,1900,578,15
2020-05-23,Санкт-Петербург,12955,3124,113
2020-05-23,Саратовская область,2321,699,18
2020-05-23,Сахалинская область,66,36,0
2020-05-23,Свердловская область,3614,1207,14
2020-05-23,Севастополь,154,113,2
2020-05-23,Смоленская область,1536,541,13
2020-05-23,Ставропольский край,1855,711,38
2020-05-23,Тамбовская область,2400,794,5
2020-05-23,Тверская область,1273,848,15
2020-05-23,Томская область,479,122,4
2020-05-23,Тульская область,3005,1189,20
2020-05-23,Тюменская область,1366,591,7
2020-05-23,Удмуртская Республика,492,323,12
2020-05-23,Ульяновская область,1764,462,6
2020-05-23,Хабаровский край,1572,678,10
2020-05-23,Ханты-Мансийский автономный округ — Югра,1568,545,15
2020-05-23,Челябинская область,2073,754,11
2020-05-23,Чеченская Республика,1066,659,12
2020-05-23,Чувашская Республика,2195,686,9
2020-05-23,Чукотский автономный округ,58,30,1
2020-05-23,Ямало-Ненецкий автономный округ,2025,686,5
2020-05-23,Ярославская область,2424,493,13
2020-05-24,Алтайский край,1325,636,7
2020-05-24,Амурская область,355,95,5
2020-05-24,Архангельская область,1020,426,4
2020-05-24,Астраханская область,1348,664,10
2020-05-24,Белгородская область,1736,588,13
2020-05-24,Брянская область,2951,1474,31
2020-05-24,Владимирская область,2253,320,16
2020-05-24,Волгоградская область,2207,698,15
2020-05-24,Вологодская область,643,251,4
2020-05-24,Воронежская область,1463,1010,14
2020-05-24,Еврейская автономная область,266,150,2
2020-05-24,Забайкальский край,758,381,12
2020-05-24,Ивановская область,1566,514,17
2020-05-24,Иркутская область,1078,225,9
2020-05-24,Кабардино-Балкарская Республика,2251,567,8
2020-05-24,Калининградская область,1201,534,18
2020-05-24,Калужская область,3246,884,26
2020-05-24,Камчатский край,627,244,6
2020-05-24,Карачаево-Черкесская Республика,757,243,4
2020-05-24,Кемеровская область,406,148,7
2020-05-24,Кировская область,1259,762,8
2020-05-24,Костромская область,567,294,8
2020-05-24,Краснодарский край,3247,1900,27
2020-05-24,Красноярский край,3265,708,28
2020-05-24,Курганская область,179,72,0
2020-05-24,Курская область,2507,904,8
2020-05-24,Ленинградская область,2437,1011,8
2020-05-24,Липецкая область,1633,534,5
2020-05-24,Магаданская область,223,143,3
2020-05-24,Москва,163913,49840,1993
2020-05-24,Московская область,33515,5520,329
2020-05-24,Мурманская область,2900,1627,7
2020-05-24,Ненецкий автономный округ,62,10,0
2020-05-24,Нижегородская область,8047,2398,65
2020-05-24,Новгородская область,844,268,5
2020-05-24,Новосибирская область,2124,891,29
2020-05-24,Омская область,985,228,18
2020-05-24,Оренбургская область,1566,927,5
2020-05-24,Орловская область,1808,841,12
2020-05-24,Пензенская область,1709,1239,13
2020-05-24,Пермский край,1367,756,14
2020-05-24,Приморский край,1646,610,15
2020-05-24,Псковская область,566,201,9
2020-05-24,Республика Адыгея,671,295,9
2020-05-24,Республика Алтай,95,47,0
2020-05-24,Республика Башкортостан,2683,832,18
2020-05-24,Республика Бурятия,1143,558,7
2020-05-24,Республика Дагестан,4095,3267,84
2020-05-24,Республика Ингушетия,1778,779,38
2020-05-24,Республика Калмыкия,879,350,11
2020-05-24,Республика Карелия,300,97,1
2020-05-24,Республика Коми,1129,556,19
2020-05-24,Республика Крым,326,153,3
2020-05-24,Республика Марий Эл,1479,1076,9
2020-05-24,Республика Мордовия,1612,542,12
2020-05-24,Республика Саха (Якутия),1276,577,7
2020-05-24,Республика Северная Осетия — Алания,2585,1498,27
2020-05-24,Республика Татарстан,2787,1907,9
2020-05-24,Республика Тыва,628,57,1
2020-05-24,Республика Хакасия,789,429,10
2020-05-24,Ростовская область,3569,1251,34
2020-05-24,Рязанская область,2953,566,7
2020-05-24,Самарская область,2021,636,16
2020-05-24,Санкт-Петербург,13339,3452,133
2020-05-24,Саратовская область,2418,761,20
2020-05-24,Сахалинская область,68,36,0
2020-05-24,Свердловская область,3704,1226,16
2020-05-24,Севастополь,155,114,2
2020-05-24,Смоленская область,1603,563,15
2020-05-24,Ставропольский край,1932,718,38
2020-05-24,Тамбовская область,2475,838,6
2020-05-24,Тверская область,1310,848,17
2020-05-24,Томская область,507,166,9
2020-05-24,Тульская область,3102,1200,20
2020-05-24,Тюменская область,1411,625,7
2020-05-24,Удмуртская Республика,510,324,12
2020-05-24,Ульяновская область,1861,498,6
2020-05-24,Хабаровский край,1633,691,10
2020-05-24,Ханты-Мансийский автономный округ — Югра,1670,579,17
2020-05-24,Челябинская область,2135,819,12
2020-05-24,Чеченская Республика,1090,660,12
2020-05-24,Чувашская Республика,2290,717,10
2020-05-24,Чукотский автономный округ,59,32,1
2020-05-24,Ямало-Ненецкий автономный округ,2054,720,6
2020-05-24,Ярославская область,2531,503,13
2020-05-25,Алтайский край,1406,636,7
2020-05-25,Амурская область,385,95,5
2020-05-25,Архангельская область,1146,427,4
2020-05-25,Астраханская область,1501,683,11
2020-05-25,Белгородская область,1825,602,15
2020-05-25,Брянская область,3057,1581,31
2020-05-25,Владимирская область,2322,350,16
2020-05-25,Волгоградская область,2296,701,15
2020-05-25,Вологодская область,665,261,4
2020-05-25,Воронежская область,1518,1026,14
2020-05-25,Еврейская автономная область,267,150,2
2020-05-25,Забайкальский край,817,385,12
2020-05-25,Ивановская область,1602,516,17
2020-05-25,Иркутская область,1194,238,9
2020-05-25,Кабардино-Балкарская Республика,2334,588,8
2020-05-25,Калининградская область,1244,534,18
2020-05-25,Калужская область,3354,888,26
2020-05-25,Камчатский край,658,244,6
2020-05-25,Карачаево-Черкесская Республика,783,255,4
2020-05-25,Кемеровская область,418,148,7
2020-05-25,Кировская область,1323,790,8
2020-05-25,Костромская область,580,294,8
2020-05-25,Краснодарский край,3337,1973,28
2020-05-25,Красноярский край,3410,710,28
2020-05-25,Курганская область,183,79,0
2020-05-25,Курская область,2581,919,8
2020-05-25,Ленинградская область,2495,1026,9
2020-05-25,Липецкая область,1696,539,5
2020-05-25,Магаданская область,223,146,3
2020-05-25,Москва,166473,53586,2034
2020-05-25,Московская область,34346,5908,340
2020-05-25,Мурманская область,2936,1631,7
2020-05-25,Ненецкий автономный округ,62,10,0
2020-05-25,Нижегородская область,8276,2470,65
2020-05-25,Новгородская область,914,279,5
2020-05-25,Новосибирская область,2213,891,29
2020-05-25,Омская область,1044,228,18
2020-05-25,Оренбургская область,1610,950,5
2020-05-25,Орловская область,1867,845,12
2020-05-25,Пензенская область,1803,1255,15
2020-05-25,Пермский край,1410,792,14
2020-05-25,Приморский край,1695,617,15
2020-05-25,Псковская область,592,208,10
2020-05-25,Республика Адыгея,696,295,9
2020-05-25,Республика Алтай,102,49,0
2020-05-25,Республика Башкортостан,2772,882,18
2020-05-25,Республика Бурятия,1209,569,7
2020-05-25,Республика Дагестан,4205,3353,97
2020-05-25,Республика Ингушетия,1823,780,41
2020-05-25,Республика Калмыкия,903,354,11
2020-05-25,Республика Карелия,316,121,1
2020-05-25,Республика Коми,1135,568,19
2020-05-25,Республика Крым,340,153,3
2020-05-25,Республика Марий Эл,1518,1079,10
2020-05-25,Республика Мордовия,1646,542,12
2020-05-25,Республика Саха (Якутия),1357,587,7
2020-05-25,Республика Северная Осетия — Алания,2645,1499,27
2020-05-25,Республика Татарстан,2849,1959,9
2020-05-25,Республика Тыва,706,57,1
2020-05-25,Республика Хакасия,813,430,10
2020-05-25,Ростовская область,3727,1281,34
2020-05-25,Рязанская область,3040,638,7
2020-05-25,Самарская область,2118,642,16
2020-05-25,Санкт-Петербург,13713,3590,138
2020-05-25,Саратовская область,2516,785,22
2020-05-25,Сахалинская область,69,37,0
2020-05-25,Свердловская область,3983,1270,18
2020-05-25,Севастополь,157,116,3
2020-05-25,Смоленская область,1685,567,16
2020-05-25,Ставропольский край,2011,750,40
2020-05-25,Тамбовская область,2547,845,6
2020-05-25,Тверская область,1363,849,17
2020-05-25,Томская область,536,166,9
2020-05-25,Тульская область,3213,1208,20
2020-05-25,Тюменская область,1448,643,7
2020-05-25,Удмуртская Республика,529,330,12
2020-05-25,Ульяновская область,1959,506,6
2020-05-25,Хабаровский край,1698,708,10
2020-05-25,Ханты-Мансийский автономный округ — Югра,1755,590,17
2020-05-25,Челябинская область,2180,907,12
2020-05-25,Чеченская Республика,1112,660,13
2020-05-25,Чувашская Республика,2387,720,11
2020-05-25,Чукотский автономный округ,61,32,1
2020-05-25,Ямало-Ненецкий автономный округ,2092,724,6
2020-05-25,Ярославская область,2632,503,13
2020-05-26,Алтайский край,1485,670,9
2020-05-26,Амурская область,401,113,5
2020-05-26,Архангельская область,1315,448,4
2020-05-26,Астраханская область,1558,718,11
2020-05-26,Белгородская область,1901,658,15
